iter	MultiClass
123	0.6153754682
124	0.6151046492
125	0.6147929028
126	0.6144717321
127	0.6141148104
128	0.613541949
129	0.6133557712
130	0.613105439
131	0.612660986
132	0.6124800919
133	0.6122031757
134	0.6118709894
135	0.6114649855
136	0.6111407677
137	0.6108896744
138	0.6106318323
139	0.6103836875
140	0.6096231132
141	0.6092999893
142	0.6090112119
143	0.6087361702
144	0.6084197374
145	0.6080770332
146	0.6078030324
147	0.6075129832
148	0.6071959993
149	0.6069129891
150	0.6066871358
151	0.6063903365
152	0.6061035961
153	0.605917548
154	0.6055804212
155	0.6051983731
156	0.604955225
157	0.6045372873
158	0.6043625965
159	0.6039909724
160	0.6036531669
161	0.6032560518
162	0.6029729483
163	0.6027288783
164	0.6023873809
165	0.6021844488
166	0.6019252505
167	0.6014854957
168	0.6012007968
169	0.6009058066
170	0.6005946039
171	0.6003721932
172	0.5999180516
173	0.5996885325
174	0.5993961411
175	0.5992607074
176	0.5989669877
177	0.5986636588
178	0.5983916432
179	0.5982626214
180	0.5980392079
181	0.5978936599
182	0.597573622
183	0.597296348
184	0.5969705234
185	0.5965882903
186	0.5963490451
187	0.5961104084
188	0.5958264189
189	0.5955096073
190	0.5953054372
191	0.5950722128
192	0.5946632073
193	0.5944672907
194	0.5941117503
195	0.5938950969
196	0.5936997594
197	0.5933983539
198	0.5931787293
199	0.5928679771
200	0.592504715
201	0.5922550278
202	0.5920519159
203	0.5917190777
204	0.5914179156
205	0.5911224535
206	0.5908061655
207	0.590541408
208	0.5902682109
209	0.5899356693
210	0.5897685477
211	0.5894379931
212	0.5891696425
213	0.5888553798
214	0.5885631073
215	0.5883198664
216	0.5881046362
217	0.5878250383
218	0.5876101211
219	0.5873742721
220	0.5870629425
221	0.5866584681
222	0.5863117137
223	0.585968636
224	0.5857548001
225	0.5855689513
226	0.5853349487
227	0.5850407683
228	0.5847758543
229	0.5846046288
230	0.5844551196
231	0.5841231568
232	0.5835687719
233	0.5833321443
234	0.5832307593
235	0.5830021532
236	0.5827305354
237	0.5825475743
238	0.5823153822
239	0.5820421424
240	0.58187096
241	0.5814990387
242	0.5813298043
243	0.5811120397
244	0.580928803
245	0.5806923914
246	0.5805688317
247	0.5804133173
248	0.5802073895
249	0.5798533848
250	0.5796352103
251	0.5793407158
252	0.5788926852
253	0.5787278806
254	0.5785893315
255	0.5784115408
256	0.5781648538
257	0.577973949
258	0.5775077101
259	0.5773115988
260	0.5770863682
261	0.5768953542
262	0.576651913
263	0.5764528755
264	0.5760901955
265	0.5758296128
266	0.5754154563
267	0.5751914312
268	0.5748157745
269	0.574540013
270	0.5743218639
271	0.5737773266
272	0.5736078688
273	0.5733762045
274	0.5732337536
275	0.5730451955
276	0.5728983953
277	0.5725692947
278	0.5723247271
279	0.5718887352
280	0.5717424089
281	0.5715298826
282	0.5713063991
283	0.5710431352
284	0.5707513424
285	0.5705034498
286	0.5702571386
287	0.5700491975
288	0.5698568875
289	0.5696572168
290	0.5694978649
291	0.5692359382
292	0.5690030782
293	0.5688056843
294	0.5685971988
295	0.5684925403
296	0.5682646831
297	0.5680844642
298	0.5679527367
299	0.5676420296
300	0.5673768166
301	0.567071497
302	0.5668420907
303	0.5666482748
304	0.5663765833
305	0.5661597124
306	0.5658518089
307	0.5657086343
308	0.5655273108
309	0.5652707031
310	0.56507578
311	0.5648874806
312	0.5645856607
313	0.5643886323
314	0.5641918999
315	0.5639858167
316	0.5637699145
317	0.5635091958
318	0.5631761513
319	0.5629765897
320	0.5627864928
321	0.5625439405
322	0.5623984022
323	0.5621936595
324	0.5619230235
325	0.5617094755
326	0.5615936102
327	0.5612673372
328	0.5609995597
329	0.5608352787
330	0.5605488124
331	0.5603799624
332	0.5601523578
333	0.5599430405
334	0.5597679537
335	0.559480905
336	0.559231836
337	0.5591089527
338	0.5588803362
339	0.5586974038
340	0.5584624744
341	0.5583198792
342	0.5581907522
343	0.5579730656
344	0.5577487715
345	0.5575963682
346	0.5574661532
347	0.5571956647
348	0.5569087953
349	0.5567920862
350	0.5566097355
351	0.5563246687
352	0.5561688434
353	0.5560346736
354	0.5558808669
355	0.5557155724
356	0.5555792638
357	0.5552318318
358	0.5548360885
359	0.5546482222
360	0.5545224545
361	0.5543304536
362	0.5541918868
363	0.5539314845
364	0.5536035102
365	0.5533551437
366	0.5531315135
367	0.5528258836
368	0.552692406
369	0.552368647
370	0.5521634605
371	0.5518475028
372	0.5515592314
373	0.5513250924
374	0.5511770187
375	0.5508317694
376	0.5506386625
377	0.5504509601
378	0.5503015332
379	0.55021089
380	0.5500010937
381	0.5498656228
382	0.5496587947
383	0.5494739853
384	0.5493354491
385	0.5490820184
386	0.5489597787
387	0.5487581442
388	0.5484913116
389	0.5482944488
390	0.5481788626
391	0.5479232233
392	0.5477199874
393	0.5475667187
394	0.5473496755
395	0.5472690112
396	0.5470804472
397	0.5469023812
398	0.546697552
399	0.5465239693
400	0.5463524455
401	0.5461814283
402	0.5460070409
403	0.5457662912
404	0.5455908609
405	0.5453663851
406	0.5452223552
407	0.5451350908
408	0.5449111455
409	0.5445519599
410	0.5442891074
411	0.5441241722
412	0.5439266399
413	0.543784316
414	0.5435941865
415	0.5434153336
416	0.5432560431
417	0.5431128775
418	0.5429277411
419	0.5427564906
420	0.5425172634
421	0.5423084908
422	0.5421796635
423	0.5419983229
424	0.5418081664
425	0.5416610539
426	0.5415166978
427	0.5413560277
428	0.5412243724
429	0.5409320916
430	0.5406969031
431	0.5405065278
432	0.5402085105
433	0.5399225986
434	0.5394592878
435	0.5392730726
436	0.5391744922
437	0.5390225263
438	0.5389059708
439	0.5386856935
440	0.5384907183
441	0.538349928
442	0.5382235442
443	0.5380438853
444	0.5379021451
445	0.5377611227
446	0.537576381
447	0.5373981351
448	0.5372610957
449	0.5371121661
450	0.536902996
451	0.5367406135
452	0.5364267669
453	0.5362701694
454	0.5361212786
455	0.5359583605
456	0.535743873
457	0.5356065289
458	0.5355149541
459	0.5353490613
460	0.5350534673
461	0.5348610863
462	0.5346804761
463	0.5345674703
464	0.5344029588
465	0.5342838876
466	0.5341153345
467	0.5339225585
468	0.5337690758
469	0.5334564913
470	0.5333035871
471	0.5330653794
472	0.5328504067
473	0.5327086593
474	0.532581534
475	0.5323858861
476	0.5320775586
477	0.5319208012
478	0.5317162133
479	0.5315925981
480	0.5313967593
481	0.5310639195
482	0.5308513953
483	0.5307385638
484	0.5306044181
485	0.5304733614
486	0.5303868928
487	0.5302290205
488	0.5301094688
489	0.5299938261
490	0.5298018888
491	0.5295724177
492	0.5293537367
493	0.5292472339
494	0.5290418408
495	0.5288777498
496	0.5287665293
497	0.5286539213
498	0.528549246
499	0.5283032624
500	0.5281311591
501	0.5279757627
502	0.5277716457
503	0.5274941475
504	0.5272580119
505	0.5271349783
506	0.526977377
507	0.5268171748
508	0.5266107667
509	0.5264995966
510	0.526335648
511	0.5262385615
512	0.5260517772
513	0.5257930826
514	0.5256519368
515	0.5254558469
516	0.5252786068
517	0.5251004327
518	0.5246850851
519	0.5245550918
520	0.524399349
521	0.5242443174
522	0.5240234881
523	0.5238426521
524	0.5238076267
525	0.5236549973
526	0.5234993432
527	0.5232465035
528	0.5231092002
529	0.522914768
530	0.5227355517
531	0.5226223496
532	0.5224917591
533	0.5222686894
534	0.5220349003
535	0.5218277984
536	0.5216641501
537	0.5215459224
538	0.5213910908
539	0.5213076552
540	0.5210629443
541	0.5209528747
542	0.5208804179
543	0.5207588498
544	0.5206351846
545	0.5203012641
546	0.5201290596
547	0.519904573
548	0.5197579439
549	0.5195625089
550	0.5193904428
551	0.5192379551
552	0.51912402
553	0.5189870692
554	0.5187973191
555	0.5185566171
556	0.5183646806
557	0.5181872715
558	0.518018047
559	0.5178819443
560	0.5176236349
561	0.5175531337
562	0.5174496585
563	0.5172301006
564	0.5170547089
565	0.5169732182
566	0.5168160019
567	0.5166046064
568	0.516520127
569	0.5164467211
570	0.5161959402
571	0.5160270919
572	0.5158583046
573	0.515760184
574	0.515644302
575	0.5155117096
576	0.5153438917
577	0.5150953662
578	0.5149680849
579	0.514810195
580	0.51456372
581	0.5144601089
582	0.5141894482
583	0.5140135829
584	0.5139068797
585	0.5137163896
586	0.5135529135
587	0.5133152067
588	0.5132375666
589	0.513094954
590	0.5129536476
591	0.5128723613
592	0.5126097462
593	0.5124682746
594	0.5122199302
595	0.5121086775
596	0.5119924275
597	0.5118877153
598	0.5117215015
599	0.5115668152
600	0.5114531028
601	0.5113559319
602	0.5111597363
603	0.5109894455
604	0.5108071591
605	0.5106884788
606	0.5105263274
607	0.5103478578
608	0.5102216729
609	0.5099912774
610	0.5098890524
611	0.5097629672
612	0.5096302335
613	0.5095008459
614	0.5094395889
615	0.5092853212
616	0.5090631537
617	0.5088707697
618	0.5087167668
619	0.508586948
620	0.5084212644
621	0.5082602826
622	0.508149519
623	0.5078847073
624	0.5077588569
625	0.5076315196
626	0.5075689597
627	0.5074557315
628	0.5073455324
629	0.507125314
630	0.5069806646
631	0.5068924113
632	0.5067621467
633	0.5066373654
634	0.5065399495
635	0.5063008317
636	0.5061588475
637	0.5059215868
638	0.5058459252
639	0.505687883
640	0.5053762392
641	0.5052223177
642	0.5050267715
643	0.5049401712
644	0.5048298219
645	0.5046559384
646	0.5044609173
647	0.5043562851
648	0.5041391778
649	0.5040188366
650	0.50390522
651	0.5037932234
652	0.5036966652
653	0.5035577406
654	0.5034013635
655	0.503183819
656	0.5030573896
657	0.5029177729
658	0.5027923055
659	0.5025987201
660	0.502475132
661	0.502278314
662	0.5021293771
663	0.5020223128
664	0.5018205092
665	0.5017375681
666	0.5016414221
667	0.5015255489
668	0.5014057359
669	0.501293851
670	0.5009888459
671	0.5007488242
672	0.5006495026
673	0.5004949004
674	0.5003355131
675	0.5001439692
676	0.5000271245
677	0.499854344
678	0.4996957346
679	0.4996100253
680	0.4995154622
681	0.4993843224
682	0.4992604197
683	0.499161451
684	0.4990346281
685	0.4989295669
686	0.4988293555
687	0.4986015316
688	0.4984164325
689	0.498194435
690	0.4980672788
691	0.4978588733
692	0.497725117
693	0.4976012905
694	0.4973926149
695	0.4972427281
696	0.4971648169
697	0.4970636913
698	0.497005065
699	0.4968779588
700	0.4967327721
701	0.496642626
702	0.496510419
703	0.4963965588
704	0.4963203365
705	0.4961999756
706	0.4960230478
707	0.495852883
708	0.4956968108
709	0.4955722082
710	0.495431869
711	0.4952684448
712	0.4951574223
713	0.4950926883
714	0.4949677714
715	0.4948657527
716	0.4946923583
717	0.4945924066
718	0.4944515683
719	0.4942795969
720	0.4941230214
721	0.4939986926
722	0.493890635
723	0.4937685097
724	0.4936209676
725	0.4934995561
726	0.4933563895
727	0.493215184
728	0.4931592206
729	0.4930522015
730	0.4929213569
731	0.4928156328
732	0.4927097908
733	0.4926124748
734	0.4924158566
735	0.4923514488
736	0.4922537944
737	0.4921181954
738	0.49199714
739	0.4918835939
740	0.491722785
741	0.4916039672
742	0.4914912704
743	0.491287222
744	0.4912073764
745	0.4911037504
746	0.4908782152
747	0.4907191287
748	0.4906355346
749	0.490549834
750	0.490444291
751	0.4903502472
752	0.4900730825
753	0.4899618999
754	0.4898384244
755	0.489750057
756	0.4896604909
757	0.4894742141
758	0.489310449
759	0.4891143933
760	0.4889696254
761	0.4888452857
762	0.4887069274
763	0.4886059958
764	0.4884154944
765	0.4883122403
766	0.4881158632
767	0.4879931922
768	0.4879194736
769	0.4878225284
770	0.4875989165
771	0.4875146053
772	0.4873260689
773	0.4870606134
774	0.4869758545
775	0.4867393887
776	0.486639149
777	0.4865084322
778	0.4863772114
779	0.4862337952
780	0.4861154813
781	0.4860170966
782	0.4859081726
783	0.4858019884
784	0.4856793965
785	0.4855504063
786	0.4853514143
787	0.4851371036
788	0.4849402063
789	0.4847510846
790	0.4846574265
791	0.4844982141
792	0.4842587567
793	0.4841716875
794	0.4840306526
795	0.4839372783
796	0.4838612486
797	0.4837645554
798	0.483651835
799	0.4835367424
800	0.4833691746
801	0.4831340349
802	0.4830766055
803	0.482986051
804	0.4828681107
805	0.4827697037
806	0.4826417779
807	0.4824952908
808	0.4824132432
809	0.4822569527
810	0.4820418765
811	0.4819528215
812	0.4818260936
813	0.4817316823
814	0.4816443372
815	0.4814674071
816	0.4813332659
817	0.4812661593
818	0.4811871026
819	0.4810406285
820	0.480857624
821	0.4807219206
822	0.4806240346
823	0.4804642228
824	0.4802691903
825	0.4801349181
826	0.4799319674
827	0.4797140389
828	0.4796328915
829	0.4795300603
830	0.479445527
831	0.4793714635
832	0.4792485935
833	0.4790885604
834	0.4789094193
835	0.4788292047
836	0.4787403811
837	0.4785973459
838	0.4783568409
839	0.4781713208
840	0.4779803456
841	0.4778883477
842	0.4777976815
843	0.4777214835
844	0.4776155658
845	0.4775026402
846	0.4773981857
847	0.4772524989
848	0.4771191589
849	0.4770535398
850	0.4768380945
851	0.4766104847
852	0.4764460567
853	0.4763880495
854	0.476286033
855	0.476205876
856	0.4761076722
857	0.4759815108
858	0.4759055264
859	0.4757988508
860	0.4757296631
861	0.4755923819
862	0.4754965955
863	0.4752674998
864	0.4752213367
865	0.4751381123
866	0.474989184
867	0.4748154888
868	0.4746087785
869	0.4744991845
870	0.4743889947
871	0.4742773988
872	0.4741802332
873	0.4740651196
874	0.4739557656
875	0.4738694188
876	0.4738002986
877	0.4737066876
878	0.4735116916
879	0.4733755689
880	0.4732368453
881	0.4731818933
882	0.4731162651
883	0.4729818251
884	0.4728636024
885	0.4727081582
886	0.4726700184
887	0.4724585526
888	0.4723128854
889	0.4721582764
890	0.4719891816
891	0.4719074734
892	0.4717016274
893	0.4716379831
894	0.4715682462
895	0.4714185358
896	0.4713028581
897	0.4712014259
898	0.4710895032
899	0.47089954
900	0.4707890998
901	0.4706885036
902	0.4705667831
903	0.4704950006
904	0.4703033728
905	0.4701092977
906	0.4700254976
907	0.4699065128
908	0.4698572981
909	0.4696929377
910	0.4695877428
911	0.4695006234
912	0.4693441173
913	0.4692029567
914	0.4690545204
915	0.4689395689
916	0.4687947149
917	0.4686229958
918	0.4685546988
919	0.4684344247
920	0.4683189196
921	0.4682283762
922	0.468083351
923	0.4679879842
924	0.4679173741
925	0.4678495178
926	0.4677239185
927	0.4676184536
928	0.4675690684
929	0.467492293
930	0.4674276168
931	0.4673864739
932	0.4672526305
933	0.4671150979
934	0.4670385955
935	0.4669538262
936	0.4668079889
937	0.4667135497
938	0.4666259481
939	0.4665185754
940	0.4664260336
941	0.4662578852
942	0.4661588276
943	0.4660906421
944	0.4659799908
945	0.4657611442
946	0.4656711475
947	0.465547958
948	0.4653870163
949	0.4652430664
950	0.4651894753
951	0.4651023988
952	0.4649264994
953	0.4647772234
954	0.4646562377
955	0.4645828626
956	0.4644891713
957	0.4643607889
958	0.4642896407
959	0.4642117863
960	0.4641015987
961	0.4639672268
962	0.4638324883
963	0.4637303569
964	0.4636277818
965	0.4635544611
966	0.4634568571
967	0.463258327
968	0.4630791756
969	0.4629864281
970	0.4628989554
971	0.4628153937
972	0.4627231816
973	0.4625542849
974	0.4624330761
975	0.4622658367
976	0.4621082264
977	0.4620281364
978	0.4619386732
979	0.4618571208
980	0.4617560443
981	0.4617024203
982	0.4616002252
983	0.4614734988
984	0.4614173754
985	0.461324249
986	0.46125169
987	0.4611097959
988	0.4610437348
989	0.4609279578
990	0.4608172109
991	0.4607179506
992	0.4606172748
993	0.4605312065
994	0.4604713277
995	0.4604045048
996	0.4602118596
997	0.4601086982
998	0.4600073002
999	0.4598974653
